,text,category
28311,Josy Eisenberg sameAs 1153148846,Rabbi
28312,"Josy Eisenberg comment William Turner (* um 1510 in Morpeth, Northumberland; † 7. Juli 1568 in London) war ein englischer Arzt, Geistlicher und Naturforscher.",Rabbi
28313,Aiden Zhane wikiPageWikiLink RuPaul's Drag Race: Untucked,Drag Queen
28314,David Weiss Halivni birthPlace First Czechoslovak Republic,Rabbi
28315,Farrah Moan signature File:Farrah Moan Signature.svg,Drag Queen
28316,Shuga Cain birthPlace Oakland,Drag Queen
28317,Aaron D. Panken wikiPageWikiLink Category:Rabbis from New York City,Rabbi
28318,Josy Eisenberg sameAs Q23780935,Rabbi
28319,"Morton Yolkut wikiPageWikiLink Southfield, Michigan",Rabbi
28320,Rusty Ryan (actor) wikiPageUsesTemplate Template:Canada actor stub,Drag Queen
28321,Menachem Froman wikiPageID 12681732,Rabbi
28322,Coco Montrese wikiPageWikiLink RuPaul's Drag Race: All Stars (season 2),Drag Queen
28323,Joshua L. Goldberg wikiPageWikiLink West Palm Beach,Rabbi
28324,Trinity the Tuck wikiPageWikiLink New York (magazine),Drag Queen
28325,Violet Chachki wikiPageWikiLink Gagged (EP),Drag Queen
28326,Crystal Methyd isPrimaryTopicOf Crystal Methyd,Drag Queen
28327,Shmuley Boteach wikiPageUsesTemplate Template:ISBN,Rabbi
28328,Scarlett BoBo wikiPageWikiLink Drag queen,Drag Queen
28329,Honey Davenport wikiPageWikiLink Chew Fu,Drag Queen
28330,Josy Eisenberg label Guillaume Gomez (cuisinier),Rabbi
28331,"Josy Eisenberg comment Christian Duverger (1948) es un antropólogo e historiador francés, nacido en Burdeos, especializado en civilizaciones mesoamericanas, profesor de antropología y director de estudios en la Escuela de Estudios Superiores en Ciencias Sociales.​",Rabbi
28332,List of EastEnders characters (1986) wikiPageWikiLink Aftab Sachak,Drag Queen
28333,Josy Eisenberg label Карл Кліндворт,Rabbi
28334,Courtney Act occupation television personality,Drag Queen
28335,Josy Eisenberg sameAs 7156009991049582414,Rabbi
28336,Josy Eisenberg sameAs 1176431900,Rabbi
28337,Chaim Potok wikiPageWikiLink Category:Rabbis in the military,Rabbi
28338,"Jaida Essence Hall comment Jaida Essence Hall, pseudonimo di Jared Johnson (Milwaukee, 9 dicembre 1986), è un personaggio televisivo e drag queen statunitense vincitore della dodicesima edizione di RuPaul's Drag Race.",Drag Queen
28339,Chaim Potok wikiPageExternalLink upenn rbml MsColl730,Rabbi
28340,Stuart Weinblatt wikiPageWikiLink Washington Jewish Week,Rabbi
28341,Josy Eisenberg label Dionýsos,Rabbi
28342,List of EastEnders characters (1986) wikiPageWikiLink Albert Welling (actor),Drag Queen
28343,Shmuley Boteach wikiPageWikiLink Taxation in the United States,Rabbi
28344,Allen Secher type Q19088,Rabbi
28345,David Weiss Halivni wikiPageWikiLink First Czechoslovak Republic,Rabbi
28346,Sholem Ber Hecht wikiPageRevisionID 1091518956,Rabbi
28347,Precious Paula Nicole wikiPageWikiLink Drag (clothing),Drag Queen
28348,Richard L. Rubenstein sameAs Richard Lowell Rubenstein,Rabbi
28349,Shmuley Boteach wikiPageWikiLink Category:Circumcision debate,Rabbi
28350,Josy Eisenberg sameAs 6156251719607992027,Rabbi
28351,Derrick Barry sameAs 2W6zR,Drag Queen
28352,Henry Sobel birthYear 1944,Rabbi
28353,Yuhua Hamasaki subject Category:American YouTubers,Drag Queen
28354,"Josy Eisenberg comment 로이 바우마이스터는 미국의 심리학자이다. 사회심리학 분야에서 다양한 공헌을 하였다. 자아, 자유 의지, 의지력, 정체성, 자기조절, 사회적 배제 등 광범위한 주제를 연구하였다.",Rabbi
28355,"Josy Eisenberg label Церетели, Константин Григорьевич",Rabbi
28356,Nelson Glueck wikiPageWikiLink Category:Jewish archaeologists,Rabbi
28357,Junior Larkin wikiPageWikiLink Suzy Byrne,Drag Queen
28358,Honey Davenport wikiPageWikiLink Synth pop,Drag Queen
28359,Miss Coco Peru wikiPageWikiLink New York Undercover,Drag Queen
28360,Killing of Abraham Grünbaum type Thing,Rabbi
28361,José Sarria wikiPageUsesTemplate Template:Early U.S. gay rights movement,Drag Queen
28362,BeBe Zahara Benet wikiPageWikiLink Discogs,Drag Queen
28363,Dreuxilla Divine wikiPageWikiLink Category:1974 births,Drag Queen
28364,Joseph Telushkin type Whole100003553,Rabbi
28365,"Aaron D. Panken birthPlace New York City, New York, U.S.",Rabbi
28366,Mrs. Kasha Davis wikiPageWikiLink World of Wonder (company),Drag Queen
28367,Abraham Cohen of Zante type Organism100004475,Rabbi
28368,Karen from Finance wikiPageRevisionID 1122701723,Drag Queen
28369,Shmuley Boteach wikiPageExternalLink Tj0eN9wibSkC%3Fkptab=editions&sa=X&ved=2ahUKEwjnuO3N84jvAhUOlFkKHQ pBeUQmBYwAHoECAEQCA,Rabbi
28370,Joshua L. Goldberg type Scholar110557854,Rabbi
28371,Josy Eisenberg sameAs 31789896,Rabbi
28372,David Feuerwerker wikiPageWikiLink Liberation of France,Rabbi
28373,Soa de Muse type Thing,Drag Queen
28374,Scarlett BoBo wikiPageUsesTemplate Template:Reflist,Drag Queen
28375,Shmuley Boteach sameAs 1030151091,Rabbi
28376,"BeBe Zahara Benet comment Ниа Маршалл Куди Нгуа (англ. Nea Marshall Kudi Ngwa; род. 20 марта 1981) — американский актёр и певец камерунского происхождения, больше известен под своим драг именем Биби Захара Бене (англ. BeBe Zahara Benet). Широкую известность получил в 2009 году, победив в первом сезоне шоу «Королевские гонки Ру Пола». В 2018 году он вернулся в качестве неожиданного конкурента для третьего сезона «», финишировав на третьем месте. В 2019 году журнал New York назвал её одной из самых влиятельных дрэг квин в США. С 2019 года Биби стала экспертом в шоу преображения «Дивы в деле» на телеканале TLC.",Drag Queen
28377,Sholem Ber Hecht wikiPageWikiLink Chabad,Rabbi
28378,Miss Coco Peru wikiPageWikiLink Tori Spelling,Drag Queen
28379,Scarlett BoBo wikiPageUsesTemplate Template:Url,Drag Queen
28380,"A'keria C. Davenport comment A'keria Chanel Davenport (born March 1, 1988) is the stage name of Gregory D'Wayne, an American drag queen best known for competing on the eleventh season of RuPaul's Drag Race (2019) and the sixth season of RuPaul's Drag Race All Stars (2021). As a professional entertainer, she has won several national titles in drag pageantry systems, including Miss Black Universe in 2017. Davenport was recognized by Dallas Voice as a Texan of the Year in 2019.",Drag Queen
28381,"India Ferrah subject Category:People from Roanoke, Virginia",Drag Queen
28382,Josy Eisenberg label 龍騎士07,Rabbi
28383,Abram Wolf Edelman subject Category:American people of Polish Jewish descent,Rabbi
28384,"Moshe Feinstein sameAs Файнштейн, Моше",Rabbi
28385,The Vivienne wikiPageWikiLink Attitude (magazine),Drag Queen
28386,Josy Eisenberg sameAs 1117722279,Rabbi
28387,Monét X Change wikiPageWikiLink Aquaria (drag queen),Drag Queen
28388,Zvi Hirsch Kalischer depiction הרב צבי הירש קלישר.jpg,Rabbi
28389,A'keria C. Davenport wikiPageWikiLink COVID 19 pandemic,Drag Queen
28390,Bob the Drag Queen wikiPageWikiLink Bianca Del Rio,Drag Queen
28391,Pinchas Mordechai Teitz wikiPageWikiLink Germany,Rabbi
28392,Thorgy Thor wikiPageWikiLink Manila Luzon,Drag Queen
28393,Marc Schneier wikiPageWikiLink Category:Anti racism in the United States,Rabbi
28394,Barry Freundel wikiPageWikiLink Metropolitan Police Department of the District of Columbia,Rabbi
28395,Josy Eisenberg label Masaji Honda,Rabbi
28396,RuPaul wikiPageWikiLink Alaska Thunderfuck,Drag Queen
28397,Shmuley Boteach type PhysicalEntity100001930,Rabbi
28398,Meir Simcha of Dvinsk type Writer110794014,Rabbi
28399,Alyssa Edwards wikiPageWikiLink Drag pageantry,Drag Queen
28400,Menasseh Ben Israel restingPlace d Amstel,Rabbi
28401,BeBe Zahara Benet type WikicatCameroonianDragQueens,Drag Queen
28402,Bunny Breckinridge wikiPageWikiLink J. Edgar Hoover,Drag Queen
28403,Soa de Muse wikiPageUsesTemplate Template:Infobox person,Drag Queen
28404,Menachem Froman wikiPageUsesTemplate Template:Short description,Rabbi
28405,Uri Regev sameAs Q7900535,Rabbi
28406,Josy Eisenberg comment 阿列克谢·尼古拉耶维奇·托尔斯泰（俄語：Алексей Николаевич Толстой；羅馬化轉寫：Aleksey Nikolayevich Tolstoy；格里曆1883年1月10日（儒略曆1882年12月29日）－1945年2月23日（儒略曆1945年2月10日）），苏联著名作家，以创作历史小说和科幻小说出名。托尔斯泰曾加入，参与二战期间德国纳粹罪行的调查。,Rabbi
28407,David Weiss Halivni type Whole100003553,Rabbi
28408,Abraham Cronbach subject Category:Non interventionism,Rabbi
28409,José Sarria wikiPageWikiLink Singing,Drag Queen
28410,Arthur Waskow wikiPageWikiLink Chicago,Rabbi
28411,Aryeh Leib Frumkin wikiPageUsesTemplate Template:Use dmy dates,Rabbi
28412,Josy Eisenberg comment جورج يوليوس إنغلمان (بالإنجليزية: George Julius Engelmann)‏ هو طبيب توليد ‏ وكاتب وطبيب أمريكي، ولد في 2 يوليو 1847 في سانت لويس في الولايات المتحدة، وتوفي في 16 نوفمبر 1903 في ناشوا في الولايات المتحدة.,Rabbi
28413,Joshua L. Goldberg battle World War I,Rabbi
28414,José Sarria type PhysicalEntity100001930,Drag Queen
28415,Josy Eisenberg sameAs cd4636e1 06a3 41fc 848a 624b84bbb023,Rabbi
28416,Trinity the Tuck wikiPageWikiLink Lip sync,Drag Queen
28417,"RuPaul type WikicatMaleActorsFromSanDiego,California",Drag Queen
28418,Cynthia Lee Fontaine wikiPageWikiLink Entertainment Weekly,Drag Queen
28419,Adore Delano type FemaleAristocrat110083823,Drag Queen
28420,Honey Davenport occupation disc jockey,Drag Queen
28421,Elie Abadie occupation Elie Abadie  PersonFunction  1,Rabbi
28422,Mendel Hess subject Category:1871 deaths,Rabbi
28423,The Vivienne type Q215627,Drag Queen
28424,Antonio Pantojas yearsActive 1968,Drag Queen
28425,Pepper LaBeija subject Category:House of LaBeija,Drag Queen
28426,Josy Eisenberg sameAs 311823978,Rabbi
28427,Josy Eisenberg label أليكسي نيكولايفيتش تولستوي,Rabbi
28428,Josy Eisenberg comment Mame Younousse Dieng (1939 2016) est une femme de lettres sénégalaise.,Rabbi
28429,Pepper LaBeija wikiPageWikiLink Category:21st century African American people,Drag Queen
28430,"Sabato Morais label Морейс, Сабато",Rabbi
28431,"Barbada de Barbades abstract Barbada de Barbades is the stage name of Sébastien Potvin, a Canadian drag queen most noted as one of the drag house mothers in the reality competition series Call Me Mother.",Drag Queen
28432,David Feuerwerker wikiPageWikiLink Rabbinical court,Rabbi
28433,Pinchas Mordechai Teitz wikiPageWikiLink Siddur,Rabbi
28434,A'keria C. Davenport wikiPageWikiLink American Horror Story,Drag Queen
28435,Michael Lerner (rabbi) type YagoLegalActor,Rabbi
28436,"Joseph Krauskopf wikiPageWikiLink Goldman, Yosef",Rabbi
28437,Michael Lerner (rabbi) subject Category:Religion and politics,Rabbi
28438,RuPaul subject Category:American Hi NRG musicians,Drag Queen
28439,Jaymes Mansfield subject Category:20th century LGBT people,Drag Queen
28440,"Josy Eisenberg comment Pedro Vicente Maldonado Sotomayor (* 24. Dezember 1704 in Riobamba; † 7. November 1748 in London) war ein Universalgelehrter, der vor allem als Kartograph des Gebiets des heutigen Ecuador bekannt wurde. Auch in Mathematik, Physik, Astronomie, Verwaltung und allgemeiner Geographie war er umfassend gebildet.",Rabbi
28441,Josy Eisenberg sameAs Q27663202,Rabbi
28442,Jimmy Kessler wikiPageWikiLink University of Texas System,Rabbi
28443,Elektra Fence isPrimaryTopicOf Elektra Fence,Drag Queen
28444,"Moshe Pesach comment Moshe Pesach (Larissa, 1869 – Volos, 13 novembre 1955) è stato un rabbino greco Grazie ai suoi sforzi e con l'assistenza delle autorità greche, riuscì a salvare la maggior parte delle persone della comunità ebraica della città durante l'Olocausto.",Rabbi
28445,Moritz Güdemann wikiPageWikiLink Category:19th century German rabbis,Rabbi
28446,"Josy Eisenberg comment Эрнст Фридрих Герберт Мюнстер (граф нем. Ernst Friedrich Herbert zu Münster, 1 марта 1766, Оснабрюк, Нижняя Саксония — 20 мая 1839, Ганновер) — ганноверский политический деятель. Отец дипломата и политического деятеля Георга Мюнстера.",Rabbi
28447,Farrah Moan wikiPageWikiLink Roast (comedy),Drag Queen
28448,Thorgy Thor wikiPageWikiLink State University of New York at Purchase,Drag Queen
28449,Janey Jacké label Джані Жаке,Drag Queen
28450,Baruch Myers almaMater University of Michigan,Rabbi
28451,Vanity Milan wikiPageUsesTemplate Template:Use dmy dates,Drag Queen
28452,Aiden Zhane wikiPageWikiLink Frozen (musical),Drag Queen
28453,Acid Betty wikiPageWikiLink Lincoln Center for the Performing Arts,Drag Queen
28454,Josy Eisenberg sameAs 42630220,Rabbi
28455,Scarlett BoBo label Scarlett BoBo,Drag Queen
28456,RuPaul wikiPageUsesTemplate Template:Reflist,Drag Queen
28457,Meir Simcha of Dvinsk label Meir Simcha de Dvinsk,Rabbi
28458,"Josy Eisenberg comment Oliver Wolf Sacks (ur. 9 lipca 1933 w Londynie, zm. 30 sierpnia 2015 w Nowym Jorku) – angielski lekarz żydowskiego pochodzenia, neurolog, od 1960 mieszkał w Stanach Zjednoczonych; autor wielu książek popularnonaukowych, profesor neurologii na Uniwersytecie Columbia. Był krewnym Roberta Aumanna i Abby Ebana. W wykładzie udzielonym na konferencji TED Oliver Sacks wyjawił, iż rozpoznał u siebie zespół Charles’a Bonneta.",Rabbi
28459,Bunny Breckinridge wikiPageWikiLink Count,Drag Queen
28460,Menahem Shemuel Halevy type WikicatIranianEmigrantsToIsrael,Rabbi
28461,"Sasha Velour abstract Alexander « Sasha » Hedges Steinberg, plus connue sous le nom de scène Sasha Velour, est une actrice, directrice artistique et drag queen américaine principalement connue pour sa participation à la neuvième saison de l'émission de téléréalité RuPaul's Drag Race.",Drag Queen
28462,Stephen Samuel Wise wikiPageWikiLink Jerusalem,Rabbi
28463,Anita Wigl'it type Q5,Drag Queen
28464,BeBe Zahara Benet wikiPageWikiLink Category:RuPaul's Drag Race winners,Drag Queen
28465,A'Whora subject Category:Gay entertainers,Drag Queen
28466,Josy Eisenberg sameAs Q26055347,Rabbi
28467,Michael Lerner (rabbi) spouse 2015,Rabbi
28468,Antonio Pantojas wikiPageWikiLink Herod Antipas,Drag Queen
28469,Adore Delano wikiPageWikiLink RuPaul's Drag Race (season 5),Drag Queen
28470,Vanessa Vanjie Mateo subject Category:Hispanic and Latino American drag queens,Drag Queen
28471,Riccardo Pacifici birthPlace Florence,Rabbi
28472,Yvie Oddly sameAs 9S6Qs,Drag Queen
28473,Josy Eisenberg sameAs 107603117,Rabbi
28474,Josy Eisenberg label 麗莎·喬伊,Rabbi
28475,Flawless Sabrina wikiPageUsesTemplate Template:Birth date,Drag Queen
28476,Honey Davenport wikiPageWikiLink Police brutality in the United States,Drag Queen
28477,Capers Funnye wikiPageWikiLink First inauguration of Barack Obama,Rabbi
28478,Josy Eisenberg sameAs 129158623,Rabbi
28479,Rebecca Dubowe comment Rebecca Dubowe is the first deaf woman to be ordained as a rabbi in the United States.,Rabbi
28480,Peter Tarlow wikiPageWikiLink Category:Rabbis from Texas,Rabbi
28481,Shmuley Boteach wikiPageWikiLink Chula Vista,Rabbi
28482,"Josy Eisenberg comment Svetlana Žuchová, née le 31 décembre 1969 à Košice (Slovaquie orientale), est une traductrice, nouvelliste et écrivaine slovaque.",Rabbi
28483,Nelson Glueck wikiPageUsesTemplate Template:Reflist,Rabbi
28484,Josy Eisenberg sameAs 28152864125604822508,Rabbi
28485,Josy Eisenberg sameAs 1047720310,Rabbi
28486,Honey Davenport wikiPageUsesTemplate Template:Cite AV media,Drag Queen
28487,Farrah Moan subject Category:Living people,Drag Queen
